Connect;ВСЬОГО;ТЯЖКІ ТА О.ТЯЖКІ;ВБИВСТВО;УМИСНЕ ТЯЖ ТІЛ УШКОДЖЕННЯ;ТЯЖ ТІЛ УШКОДЖ ЗІ СМЕРТ. НАСЛ.;ЗГВАЛТУВАННЯ;КРАДІЖКА;ГРАБІЖ;РОЗБІЙ;ВИМАГАННЯ;ШАХРАЙСТВО;ЗАВОЛОД Т/З;ХУЛІГАНСТВО
Киев УЛ. ТЕШЕБАЕВА 58;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ТЕШЕБАЕВА 60;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ТОЛБУХИНА 3А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ТОПОЛЕВА 4-8;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ТОПОЛЕВА 4/8;5;0;0;0;0;0;0;0;0;0;2;0;0
Киев УЛ. ТРАНШЕЙНАЯ 8;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ТРОПИНИНА 3В;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ТРУБЛАИНИ 36;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ТРУБЛАИНИ 91;1;0;0;0;0;0;0;0;0;0;0;0;1
Киев УЛ. ТУПОЛЕВА 14А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ТУРОВСКАЯ 12;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ТУРОВСКАЯ 13;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ТУРОВСКАЯ 26;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ТУРОВСКАЯ 31;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ТУРОВСКАЯ 32;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ТУРОВСКАЯ 36;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. УМАНСКАЯ 6-Ф;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УРАЛЬСКАЯ 36;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УРАЛЬСКАЯ 67;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. УРЛИВСКАЯ 12;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УРЛИВСКАЯ 13;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. УРЛИВСКАЯ 14;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. УРЛИВСКАЯ 15;4;0;0;0;0;0;3;0;0;0;1;0;0
Киев УЛ. УРЛИВСКАЯ 16;1;0;0;0;0;0;0;0;0;0;0;1;0
Киев УЛ. УРЛИВСКАЯ 17;3;1;0;0;0;0;2;1;0;0;0;0;0
Киев УЛ. УРЛИВСКАЯ 19;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УРЛИВСКАЯ 20;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. УРЛИВСКАЯ 21;4;0;0;0;0;0;3;0;0;0;1;0;0
Киев УЛ. УРЛИВСКАЯ 23;2;1;0;0;0;0;1;0;0;0;0;1;0
Киев УЛ. УРЛИВСКАЯ 30;3;1;0;0;0;0;2;0;1;0;0;0;0
Киев УЛ. УРЛИВСКАЯ 34;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УРЛИВСКАЯ 36;5;2;0;0;0;0;4;0;0;0;1;0;0
Киев УЛ. УРЛИВСКАЯ 38;4;1;0;0;0;0;4;0;0;0;0;0;0
Киев УЛ. УРЛИВСКАЯ 3А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УРЛИВСКАЯ 40;5;1;0;0;0;0;5;0;0;0;0;0;0
Киев УЛ. УРЛОВСКАЯ 36;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 11;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 12;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 14;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 15;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 18;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 19;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. УШИНСКОГО 23;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 24;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 25;3;1;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. УШИНСКОГО 26;2;0;0;0;0;0;0;0;0;0;2;0;0
Киев УЛ. УШИНСКОГО 27;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 29;3;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 30;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. УШИНСКОГО 32;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 34;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. УШИНСКОГО 36;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 38;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 39;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УШИНСКОГО 40;4;2;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. ФАНЕРНАЯ 1-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФЕДЬКОВИЧА 7;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ФЛОРЕНЦИИ 12;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРОЛОВСКАЯ 0;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРОЛОВСКАЯ 3;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ФРОЛОВСКАЯ 4;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ФРОЛОВСКАЯ 8;1;1;0;0;0;0;0;0;1;0;0;0;0
Киев УЛ. ФРУНЗЕ 103-А;3;2;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 104-А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ФРУНЗЕ 109-А;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 109-В;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 111/2;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 115/1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 115/2;2;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ФРУНЗЕ 116-А;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 119/1;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 121/1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 121/2;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 122-1;1;0;0;0;0;0;0;0;0;0;0;0;1
Киев УЛ. ФРУНЗЕ 122/1;3;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 126/2;4;1;0;0;0;0;3;0;0;0;1;0;0
Киев УЛ. ФРУНЗЕ 127-А;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 129-А;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ФРУНЗЕ 14/18;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 160-А;4;0;0;0;0;0;1;0;0;0;3;0;0
Киев УЛ. ФРУНЗЕ 30/15;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 34/38;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ХОРЕВАЯ 11-А;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ХОРЕВАЯ 23/9;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ХОРИВА 39/41;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ХОРИВА 40/22;1;1;0;1;1;0;0;0;0;0;0;0;0
Киев УЛ. ХОРОЛЬСКАЯ 3;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ХОРТИЦКАЯ 12;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЦВЕТОЧНЫЙ 18;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЧААДАЕВА 2/Б;1;1;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЧАПЛЫГИНА 21;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЧАПЛЫГИНА 22;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЧЕРКАССКАЯ 8;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЧЕШСКАЯ 1/22;2;2;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ЧИГОРИНА 167;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЧИГОРИНА 57А;1;0;0;0;0;0;0;0;0;0;0;0;1
Киев УЛ. ЧОРНОВОЛА 10;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЧОРНОВОЛА 14;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЧОРНОВОЛА 16;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЧОРНОВОЛА 24;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЧОРНОВОЛА 25;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЧОРНОВОЛА 27;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ШАХТЕРСКАЯ 5;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ШЕВЧЕНКО 145;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ШЕВЧЕНКО 196;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ШЕВЧЕНКО 27А;1;0;0;0;0;0;0;0;0;0;0;0;1
Киев УЛ. ШЕВЧЕНКО 5-Б;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ШКОЛЬНАЯ 4-А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ШОВКУНЕНКО 3;2;1;0;0;0;0;0;1;0;0;1;0;0
Киев УЛ. ШОВКУНЕНКО 4;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ШОЛУДЕНКА 14;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ШОЛУДЕНКА 16;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ШОЛУДЕНКО 10;2;1;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ШОЛУДЕНКО 12;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ШОЛУДЕНКО 14;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ШОЛУДЕНКО 30;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ШОЛУДЕНКО 31;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ШОЛУДЕНКО 33;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЩЕКАВИЦКАЯ 0;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 12;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 18;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 24;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 27;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 2А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 32;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 33;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 34;3;1;0;0;0;0;2;1;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 35;3;0;0;0;0;0;1;0;0;0;2;0;0
Киев УЛ. ЩЕРБАКОВА 36;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 37;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ЩЕРБАКОВА 41;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 42;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ЩЕРБАКОВА 43;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 44;4;1;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ЩЕРБАКОВА 45;9;0;0;0;0;0;9;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 46;2;0;0;0;0;0;0;0;0;0;2;0;0
Киев УЛ. ЩЕРБАКОВА 47;14;3;0;0;0;0;7;4;0;0;1;0;0
Киев УЛ. ЩЕРБАКОВА 48;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 49;4;0;0;0;0;0;0;1;0;0;1;0;1
Киев УЛ. ЩЕРБАКОВА 51;6;1;0;0;0;0;5;1;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 52;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 53;12;0;0;0;0;0;3;0;0;0;6;0;0
Киев УЛ. ЩЕРБАКОВА 54;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЩЕРБАКОВА 55;2;1;0;1;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 56;3;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 57;4;1;0;0;0;0;2;0;0;0;2;0;0
Киев УЛ. ЩЕРБАКОВА 58;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 59;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 60;6;0;0;0;0;0;3;2;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 61;3;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 62;3;2;0;0;0;0;2;1;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 63;8;1;0;0;0;0;2;0;1;0;1;0;0
Киев УЛ. ЩЕРБАКОВА 64;6;1;0;0;0;0;4;1;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 66;5;0;0;0;0;0;3;0;0;0;1;0;0
Киев УЛ. ЩЕРБАКОВА 67;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 68;5;0;0;0;0;0;4;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 70;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩЕРБАКОВА 72;15;1;0;0;0;0;8;0;0;0;6;0;0
Киев УЛ. ЭЛЕКТРИКОВ 0;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЭЛЕКТРИКОВ 1;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЭЛЕКТРИКОВ 2;3;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЭЛЕКТРИКОВ 3;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЭСТОНСКАЯ 14;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЭСТОНСКАЯ 33;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ЭСТОНСКАЯ 51;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЮНОШЕСКАЯ 15;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЮНОШЕСКАЯ 29;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЮРКОВСКАЯ 18;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЮРКОВСКАЯ 28;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЮРКОВСКАЯ 36;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЮРКОВСКАЯ 42;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЮРЫ ГНАТА 10;3;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЮРЫ ГНАТА 11;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЮРЫ ГНАТА 12;2;2;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ЮРЫ ГНАТА 13;4;2;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЮРЫ ГНАТА 14;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЮРЫ ГНАТА 15;3;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ЮРЫ ГНАТА 16;2;0;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ЮРЫ ГНАТА 18;3;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ЮРЫ ГНАТА 19;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЮРЫ ГНАТА 20;65;4;0;0;0;0;22;3;0;0;16;0;1
Киев УЛ. ЯГОДНАЯ 36/А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЯГОДНАЯ 60/3;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЯКУТСКАЯ 6-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЯЛТИНСКАЯ 11;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЯЛТИНСКАЯ 13;4;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЯЛТИНСКАЯ 14;3;0;0;0;0;0;0;2;0;0;1;0;0
Киев УЛ. ЯЛТИНСКАЯ 15;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ЯЛТИНСКАЯ 16;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЯЛТИНСКАЯ 5Б;2;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЯЛТИНСКАЯ 9А;3;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ЯЛЫНКОВАЯ 50;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЯМСКАЯ 35/34;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЯНТАРНАЯ 5-В;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев ШОССЕ МИНСКОЕ 10;4;0;0;0;0;0;3;0;0;0;1;0;0
Киев ШОССЕ МИНСКОЕ 12;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев АЛЛЕЯ ПОБЕДЫ 94/1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев АЛЛЕЯ ПРАВДЫ 31-А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев БУЛЬВАР АРТЕМА 74;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев БУЛЬВАР БУЧМЫ 6/Г;1;0;0;0;0;1;0;0;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 10;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 11;4;0;0;0;0;0;1;1;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 12;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев БУЛЬВАР ПЕРОВА 14;3;1;0;0;0;0;1;0;0;0;1;0;0
Киев БУЛЬВАР ПЕРОВА 15;18;0;0;0;0;0;10;2;0;0;3;0;0
Киев БУЛЬВАР ПЕРОВА 16;4;2;0;0;0;0;0;3;0;0;0;1;0
Киев БУЛЬВАР ПЕРОВА 17;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 18;5;0;0;0;0;0;3;1;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 19;20;12;0;0;0;0;17;0;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 20;4;0;0;0;0;0;2;0;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 21;3;1;0;0;0;0;1;1;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 22;5;0;0;0;0;0;5;0;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 23;8;4;0;0;0;0;2;2;1;0;1;0;1
Киев БУЛЬВАР ПЕРОВА 24;6;0;0;0;0;0;2;0;0;0;1;0;0
Киев БУЛЬВАР ПЕРОВА 25;4;0;0;0;0;0;1;0;0;0;1;0;0
Киев БУЛЬВАР ПЕРОВА 26;8;0;0;0;0;0;2;0;0;0;4;0;0
Киев БУЛЬВАР ПЕРОВА 27;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 28;4;0;0;0;0;0;2;0;0;0;1;0;0
Киев БУЛЬВАР ПЕРОВА 30;9;0;0;0;0;0;5;1;0;0;3;0;0
Киев БУЛЬВАР ПЕРОВА 32;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 34;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев БУЛЬВАР ПЕРОВА 36;54;1;0;0;0;0;44;0;0;0;3;0;0
Киев БУЛЬВАР ПЕРОВА 40;10;0;0;0;0;0;4;1;0;0;4;0;0
Киев БУЛЬВАР ПЕРОВА 42;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 44;4;1;0;0;0;0;2;0;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 48;10;0;0;0;0;0;8;0;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 50;4;1;0;0;0;0;2;1;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 52;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 54;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев БУЛЬВАР ПЕРОВА 56;4;2;0;0;0;0;3;0;0;0;1;0;0
Киев БУЛЬВАР ТРУДА 1/1;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев БУЛЬВАР ТРУДА 1/2;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ДОРОГА КИЕВ-ЧОП 0;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ДОРОГА ПАРКОВАЯ 1;6;1;0;0;0;0;3;2;0;0;0;0;0
Киев ДОРОГА ПАРКОВАЯ 2;11;0;0;0;0;0;4;0;0;0;0;0;0
Киев ПАРК.ЗОНА КИОТО 0;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПАРК.ЗОНА КОНИК 0;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПАРК.ЗОНА ОМЕГА 0;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПАРК.ЗОНА СЛАВЫ 1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. АРТЕМА 59/65;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПЕР. БАСТИОННАЯ 9;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. БАСТИОННЫЙ 5;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев ПЕР. БОНДАРСКИЙ 3;3;0;0;0;0;0;0;1;0;0;0;0;0
Киев ПЕР. БОРТНИЦКИЙ 8;1;1;0;0;0;0;0;0;1;0;0;0;0
Киев ПЕР. ГОМЕЛЬСКАЯ 9;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. ГОМЕЛЬСКИЙ 3;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПЕР. ГОМЕЛЬСКИЙ 9;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. ДЕМЕЕВСКИЙ 4;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПЕР. ЗАДОРОЖНЫЙ 1;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПЕР. ЗАДОРОЖНЫЙ 5;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. ЗАПАДНЫЙ 3-Д;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев ПЕР. ЗЕМЛЯНСКИЙ 4;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПЕР. ИНЖЕНЕРНЫЙ 4;3;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПЕР. КАРЕЛЬСКИЙ 3;7;0;0;0;0;0;6;1;0;0;0;0;0
Киев ПЕР. КАРЕЛЬСКИЙ 5;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев ПЕР. КВИТНЕВЫЙ 10;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. КВИТНЕВЫЙ 12;3;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПЕР. КВИТНЕВЫЙ 1Б;1;0;0;0;0;0;0;0;0;0;0;0;1
Киев ПЕР. КВИТНЕВЫЙ 31;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПЕР. КОБЗАРСКИЙ 9;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. КОВАЛЬСКИЙ 1;1;0;0;0;0;0;0;0;0;0;0;1;0
Киев ПЕР. КОВАЛЬСКИЙ 3;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. КОВАЛЬСКИЙ 5;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев ПЕР. ЛИПСКИЙ 13/2;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПЕР. ЛИТОВСКИЙ 17;2;2;0;0;0;0;2;0;0;0;0;0;0
Киев ПЕР. МАКЕЕВСКИЙ 1;1;1;0;0;0;0;0;0;0;0;1;0;0
Киев ПЕР. МОТОРНЫЙ 3-А;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. МОТОРНЫЙ 5/7;2;0;0;0;0;0;1;1;0;0;0;0;0
Киев ПЕР. ПОДОЛЬСКИЙ 1;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПЕР. ПРИБОРНЫЙ 10;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. СТАДИОННЫЙ 2;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. ТЕШЕБАЕВА 11;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев ПЕР. ТИХВЕНСКИЙ 8;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. ТИХВИНСКИЙ 8;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПЕР. ЧЕХОВСКИЙ 11;1;1;0;0;0;0;0;0;0;0;0;1;0
Киев ПЕР. ШАХТАРСКИЙ 5;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. ШЕВЧЕНКА 7/1;1;0;0;0;0;0;1;0;0;0;0;0;0
