Connect;ВСЬОГО;ТЯЖКІ ТА О.ТЯЖКІ;ВБИВСТВО;УМИСНЕ ТЯЖ ТІЛ УШКОДЖЕННЯ;ТЯЖ ТІЛ УШКОДЖ ЗІ СМЕРТ. НАСЛ.;ЗГВАЛТУВАННЯ;КРАДІЖКА;ГРАБІЖ;РОЗБІЙ;ВИМАГАННЯ;ШАХРАЙСТВО;ЗАВОЛОД Т/З;ХУЛІГАНСТВО
Киев УЛ. БАЛЬЗАКА ОНОРЕ 66;6;0;0;0;0;0;5;0;0;0;0;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 67;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 68;6;0;0;0;0;0;3;0;0;0;2;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 72;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 73;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 75;5;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 77;14;2;0;0;0;0;7;2;0;0;3;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 80;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 82;4;1;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 83;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 84;7;1;0;0;0;0;3;0;0;0;2;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 86;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 87;3;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 88;5;3;0;0;0;0;3;1;0;0;0;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 89;5;0;0;0;0;0;3;0;0;0;1;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 8А;3;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 8Б;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 8В;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 90;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 91;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 92;19;5;0;0;0;0;7;1;0;0;2;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 94;13;2;0;0;0;0;4;1;1;0;1;0;0
Киев УЛ. БАЛЬЗАКА ОНОРЕ 98;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БАРБЮСА АНРИ 11/2;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БАРБЮСА АНРИ 37/1;4;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. БАРБЮСА АНРИ 52/1;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БАРБЮСА АНРИ 56/2;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БАРБЮСА АНРИ 58/1;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БЕЛОРУССКАЯ 10/18;4;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. БЕЛОРУССКАЯ 40/15;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 10;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 12;5;1;0;0;0;0;1;0;1;0;2;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 14;6;3;0;0;0;0;5;0;0;0;1;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 15;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 16;7;2;0;0;0;0;4;0;0;0;0;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 19;3;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 20;5;0;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 21;3;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 22;3;0;0;0;0;0;1;0;0;0;0;1;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 24;8;2;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 26;4;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 27;2;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 28;3;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 30;6;0;0;0;0;0;4;0;0;0;2;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 36;8;1;0;0;0;0;4;0;0;0;0;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 38;10;2;0;0;0;0;5;1;0;0;2;0;0
Киев УЛ. БЕРЕЗНЯКОВСКАЯ 4А;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БЕРЕЗНЯКЫВСЬКА 26;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БЕХТЕРЕВСКИЙ 7-11;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БЛЮХЕРА ВАСИЛИЯ 3;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БЛЮХЕРА ВАСИЛИЯ 4;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БЛЮХЕРА ВАСИЛИЯ 6;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. БЛЮХЕРА ВАСИЛИЯ 7;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БЛЮХЕРА ВАСИЛИЯ 8;3;1;0;0;0;0;1;0;0;0;0;0;1
Киев УЛ. БЛЮХЕРА ВАСИЛИЯ 9;4;2;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. БОГГОУТОВСКАЯ 1-А;3;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОРИСЛАВСКАЯ 12-Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОРИСЛАВСКАЯ 56/3;2;2;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. БОРИСЛАВСКАЯ 72/3;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОРИСПОЛЬСКАЯ 12Б;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. БОРИСПОЛЬСКАЯ 12В;3;1;0;0;0;0;2;1;0;0;0;0;0
Киев УЛ. БОРИСПОЛЬСКАЯ 17А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОРИСПОЛЬСКАЯ 19Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БОРИСПОЛЬСКАЯ 20А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОРИСПОЛЬСКАЯ 26Б;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. БОРИСПОЛЬСКАЯ 28А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОРИСПОЛЬСКАЯ 3/1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОРИСПОЛЬСКАЯ 3/3;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. БОРИСПОЛЬСКАЯ 30А;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. БОРИСПОЛЬСКАЯ 32А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БОРИСПОЛЬСКАЯ 32В;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОРИСПОЛЬСКАЯ 37Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОРЩАГОВСКАЯ 10 А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. БОРЩАГОВСКАЯ 152А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОРЩАГОВСКАЯ 154А;4;0;0;0;0;0;4;0;0;0;0;0;0
Киев УЛ. БОРЩАГОВСКАЯ 46/1;2;1;0;0;0;0;0;1;0;0;1;0;0
Киев УЛ. БОРЩАГОВСКАЯ 46/2;4;2;0;0;0;0;1;3;0;0;0;0;0
Киев УЛ. БРАТИСЛАВСКАЯ 14Б;6;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. БРАТИСЛАВСКАЯ 18Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БРАТИСЛАВСКАЯ 20А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БРАТИСЛАВСКАЯ 3-А;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БРАТИСЛАВСКАЯ 30А;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БРАТИСЛАВСКАЯ 32А;3;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БРАТИСЛАВСКАЯ 34Б;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БРАТИСЛАВСКАЯ 42А;2;1;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. БРАТИСЛАВСКАЯ 48Б;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. БРАТИСЛАВСКАЯ 5-А;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БРАТИСЛАВСКАЯ 7-Б;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. БРАТИСЛАВСКАЯ 9-А;3;1;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. БУБНОВА АНДРЕЯ 10;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. БУБНОВА АНДРЕЯ 12;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. БУБНОВА АНДРЕЯ 13;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БУБНОВА АНДРЕЯ 15;8;0;0;0;0;0;7;0;0;0;1;0;0
Киев УЛ. БУРМИСТРЕНКО 7/11;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БУЧМЫ АМВРОСИЯ 16;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БУЧМЫ АМВРОСИЯ 68;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БЫКОВА ЛЕОНИДА 10;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. БЫКОВА ЛЕОНИДА 12;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ВАСИЛЬЕВСКАЯ 49/1;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВАСИЛЬЕВСКАЯ 9/14;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 102;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 109;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 114;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 126;1;1;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 12А;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 131;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 132;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 136;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 145;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 2/А;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 5/7;3;2;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 7/7;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 8-А;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 8/А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ВАСИЛЬКОВСКАЯ 9/3;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЕРХНИЙ ВАЛ 18/20;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРХНИЙ ВАЛ 40-44;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЕРХНИЙ ВАЛ 48/28;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРХНИЙ ВАЛ 54/23;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ВЕРХОВИННАЯ 46/12;1;0;0;0;0;0;0;0;0;0;0;0;1
Киев УЛ. ВЕРХОВИННАЯ 91/93;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ВЕРШИГОРЫ ПЕТРА 0;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЕРШИГОРЫ ПЕТРА 1;7;0;0;0;0;0;5;1;0;0;0;0;0
Киев УЛ. ВЕРШИГОРЫ ПЕТРА 2;3;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ВЕРШИГОРЫ ПЕТРА 3;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ВЕРШИГОРЫ ПЕТРА 4;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРШИГОРЫ ПЕТРА 5;6;2;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ВЕРШИГОРЫ ПЕТРА 7;4;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ВЕРШИГОРЫ ПЕТРА 9;2;1;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ВЕТРЯНЫЕ ГОРЫ 6-А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВИЛЬДЕ ЭДУАРДА 10;3;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ВИШНЯКОВСКАЯ 13-В;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЛАДИМИРСКАЯ 18/2;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ВЛАДИМИРСКАЯ 24-Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЛАДИМИРСКАЯ 40-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЛАДИМИРСКАЯ 40/2;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЛАДИМИРСКАЯ 49-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЛАДИМИРСКАЯ 69-А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЛАДИМИРСКАЯ 77-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЛАДИМИРСКАЯ 82/А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВОЗДУХОФЛОТСКИЙ 2;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВОЗДУХОФЛОТСКИЙ 4;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВОЗДУХОФЛОТСКИЙ 5;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВОЗДУХОФЛОТСКИЙ 6;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВОЗДУХОФЛОТСКИЙ 8;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВОЛГОГРАДСКАЯ 1/2;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВОЛГОГРАДСКАЯ 118;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ВОЛГОГРАДСКАЯ 132;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ВОЛГОГРАДСКАЯ 41А;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ВОЛГОГРАДСКАЯ 9-А;2;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВОСКРЕСЕНСКАЯ 2-А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВОСКРЕСЕНСКАЯ 6-А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВОСКРЕСЕНСКАЯ 7-А;6;1;0;1;0;0;5;0;0;0;0;0;0
Киев УЛ. ВОССОЕДИНЕНИЯ 2/1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВОССОЕДИНЕНИЯ 7-А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ВЫБОРГСКАЯ 31/37А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЫСОКОВОЛЬТНАЯ 18;1;1;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 12-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 16-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 18/2;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 26/2;5;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 28/1;15;2;0;0;0;0;10;1;1;0;1;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 29/1;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 32/2;9;1;0;0;0;0;5;2;0;0;1;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 33-А;7;0;0;0;0;0;3;0;0;0;1;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 34/1;1;1;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 35-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 36-Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 38-А;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 38/1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 42/1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 44-А;3;2;0;0;0;0;2;1;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 44-Б;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 45-Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 45/2;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 46-А;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 46-В;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 47-А;3;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 47-В;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 50-В;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 51/1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 54-Б;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 56/2;14;1;0;0;0;0;6;1;0;0;2;0;0
Киев УЛ. ВЫШГОРОДСКАЯ 63-В;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГАВРО ЛАЙОША 11-А;5;3;0;0;0;0;3;1;0;0;1;0;0
Киев УЛ. ГАВРО ЛАЙОША 11-Б;3;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ГАВРО ЛАЙОША 11-Г;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ГАВРО ЛАЙОША 11-Д;4;0;0;0;0;0;2;0;0;0;0;0;1
Киев УЛ. ГАВРО ЛАЙОША 11-Е;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ГАВРО ЛАЙОША 14-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГАВРО ЛАЙОША 14-Д;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ГАВРО ЛАЙОША 17-А;4;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ГАВРО ЛАЙОША 17-Б;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ГАВРО ЛАЙОША 18-А;9;4;0;0;0;0;7;0;0;0;0;0;0
Киев УЛ. ГАВРО ЛАЙОША 21-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГАВРО ЛАЙОША 22-Б;3;1;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ГАВРО ЛАЙОША 24-А;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ГАВРО ЛАЙОША 24-Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГАГАРИНА ЮРИЯ 2-А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ГАГАРИНА ЮРИЯ 6-А;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ГАЙЦАНА НИКОЛАЯ 4;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ГАЙЦАНА НИКОЛАЯ 6;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ГАЛАНА ЯРОСЛАВА 2;32;0;0;0;0;0;30;0;0;0;1;1;0
Киев УЛ. ГАШЕКА ЯРОСЛАВА 0;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГАШЕКА ЯРОСЛАВА 3;2;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ГАШЕКА ЯРОСЛАВА 7;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ГАШЕКА ЯРОСЛАВА 9;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГЕРОЕВ ДНЕПРА 22Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ГЕРОЕВ ДНЕПРА 32А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ГЕРОЕВ ДНЕПРА 5-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГЕРОЕВ КОСМОСА 11;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГЕРОЕВ КОСМОСА 13;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ГЕРОЕВ КОСМОСА 15;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ГЕРОЕВ КОСМОСА 19;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ГЕРОЕВ КОСМОСА 27;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГЕРОЕВ ОБОРОНЫ 10;3;1;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. ГЕРОЕВ ОБОРОНЫ 11;4;0;0;0;0;0;4;0;0;0;0;0;0
Киев УЛ. ГЕРОЕВ ОБОРОНЫ 15;5;2;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГЕРОЕВ ОБОРОНЫ 18;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ГЕТЬМАНА ВАДИМА 1;4;0;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. ГЕТЬМАНА ВАДИМА 3;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГЕТЬМАНА ВАДИМА 4;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГЕТЬМАНА ВАДИМА 5;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГЕТЬМАНА ВАДИМА 6;69;5;0;0;0;0;31;1;0;0;22;0;1
Киев УЛ. ГЛУБОЧИЦКАЯ 33-37;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГМЫРИ БОРИСА 15/6;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГМЫРИ БОРИСА 16-Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ГМЫРИ БОРИСА 1Б/6;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГОГОЛЕВСКАЯ 22/24;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ГОГОЛЕВСКАЯ 26/40;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГОЛОВКА АНДРЕЯ 12;2;0;0;0;0;0;1;0;0;0;0;1;0
Киев УЛ. ГОЛОВКА АНДРЕЯ 25;4;0;0;0;0;0;0;0;0;0;0;0;1
Киев УЛ. ГОЛОВКА АНДРЕЯ 27;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГОЛОВКА АНДРЕЯ 31;3;1;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. ГОЛОСЕЕВСКАЯ 13-А;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ГОЛОСЕЕВСКАЯ 13/А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГОЛОСЕЕВСКАЯ 13/Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГОЛОСЕЕВСКАЯ 13/В;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГОНЧАРА ОЛЕСЯ 28Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГОНЧАРА ОЛЕСЯ 32В;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ГОНЧАРА ОЛЕСЯ 36А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГОНЧАРА ОЛЕСЯ 43Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ГОНЧАРА ОЛЕСЯ 45А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГОНЧАРА ОЛЕСЯ 52А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ГРЕЧКО МАРШАЛА 10;4;2;0;0;0;0;4;0;0;0;0;0;0
Киев УЛ. ГРЕЧКО МАРШАЛА 11;5;1;0;0;0;0;3;0;0;0;1;0;1
Киев УЛ. ГРЕЧКО МАРШАЛА 12;5;0;0;0;0;0;4;0;0;0;1;0;0
Киев УЛ. ГРЕЧКО МАРШАЛА 13;5;1;0;0;0;0;1;1;0;0;0;0;0
